State,Centre,Commodity,Variety,Unit,Category,Date,Retail Price
Karnataka,Tumkur,Coffee,Powdered,Kg.,Food,APR-2011,180.0
Kerala,Ernakulam,Coffee,Instant,500gm. Pkt,Food,APR-2011,608.0
Madhya Pradesh,Bhopal,Coffee,Instant,500gm. Pkt,Food,APR-2011,540.0
Mizoram,Aizwal,Coffee,Instant,500gm. Pkt,Food,APR-2011,680.0
Mizoram,Aizwal,Coffee,Powdered,Kg.,Food,APR-2011,235.0
Orissa,Bhubneshwar,Coffee,Instant,500gm. Pkt,Food,APR-2011,650.0
Punjab,Bhatinda,Coffee,Instant,500gm. Pkt,Food,APR-2011,650.0
Punjab,Ludhiana,Coffee,Instant,500gm. Pkt,Food,APR-2011,400.0
Rajasthan,Dausa,Coffee,Instant,500gm. Pkt,Food,APR-2011,545.0
Rajasthan,Dausa,Coffee,Powdered,Kg.,Food,APR-2011,314.0
Rajasthan,Udaipur,Coffee,Instant,500gm. Pkt,Food,APR-2011,625.0
Rajasthan,Udaipur,Coffee,Powdered,Kg.,Food,APR-2011,1200.0
Telangana,Hyderabad,Coffee,Instant,500gm. Pkt,Food,APR-2011,319.0
Telangana,Hyderabad,Coffee,Powdered,Kg.,Food,APR-2011,180.0
Union Territories,Portblair,Coffee,Instant,500gm. Pkt,Food,APR-2011,72.0
Union Territories,Portblair,Coffee,Powdered,Kg.,Food,APR-2011,45.0
Uttar Pradesh,Agra,Coffee,Instant,500gm. Pkt,Food,APR-2011,700.0
Uttar Pradesh,Agra,Coffee,Powdered,Kg.,Food,APR-2011,1400.0
Uttar Pradesh,Allahabad,Coffee,Instant,500gm. Pkt,Food,APR-2011,605.0
Uttar Pradesh,Gorakhpur,Coffee,Instant,500gm. Pkt,Food,APR-2011,440.0
Uttar Pradesh,Gorakhpur,Coffee,Powdered,Kg.,Food,APR-2011,425.0
Uttar Pradesh,Kanpur,Coffee,Instant,500gm. Pkt,Food,APR-2011,250.0
Uttar Pradesh,Kanpur,Coffee,Powdered,Kg.,Food,APR-2011,68.0
Uttar Pradesh,Saharanpur,Coffee,Instant,500gm. Pkt,Food,APR-2011,485.0
West Bengal,Kolkata,Coffee,Instant,500gm. Pkt,Food,APR-2011,267.0
Andhra Pradesh,Chittoor,Coffee,Instant,500gm. Pkt,Food,MAY-2011,72.0
Andhra Pradesh,Chittoor,Coffee,Powdered,Kg.,Food,MAY-2011,323.0
Andhra Pradesh,Guntur,Coffee,Instant,500gm. Pkt,Food,MAY-2011,390.0
Andhra Pradesh,Kurnool,Coffee,Powdered,Kg.,Food,MAY-2011,180.0
Andhra Pradesh,Vishakhapatnam,Coffee,Instant,500gm. Pkt,Food,MAY-2011,140.0
Andhra Pradesh,Vishakhapatnam,Coffee,Powdered,Kg.,Food,MAY-2011,232.0
Assam,Dibrugarh,Coffee,Instant,500gm. Pkt,Food,MAY-2011,580.0
Assam,Guwahati,Coffee,Instant,500gm. Pkt,Food,MAY-2011,575.0
Assam,Guwahati,Coffee,Powdered,Kg.,Food,MAY-2011,185.0
Bihar,Patna,Coffee,Instant,500gm. Pkt,Food,MAY-2011,690.0
Goa,Panaji,Coffee,Instant,500gm. Pkt,Food,MAY-2011,650.0
Goa,Panaji,Coffee,Powdered,Kg.,Food,MAY-2011,200.0
Gujarat,Gandhi Nagar,Coffee,Instant,500gm. Pkt,Food,MAY-2011,76.0
Gujarat,Gandhi Nagar,Coffee,Powdered,Kg.,Food,MAY-2011,36.0
Gujarat,Vadodra,Coffee,Instant,500gm. Pkt,Food,MAY-2011,450.0
Gujarat,Vadodra,Coffee,Powdered,Kg.,Food,MAY-2011,900.0
Haryana,Hissar,Coffee,Instant,500gm. Pkt,Food,MAY-2011,350.0
Haryana,Karnal,Coffee,Instant,500gm. Pkt,Food,MAY-2011,480.0
Jammu Kashmir,Jammu,Coffee,Instant,500gm. Pkt,Food,MAY-2011,73.0
Jammu Kashmir,Jammu,Coffee,Powdered,Kg.,Food,MAY-2011,120.0
Karnataka,Hubli,Coffee,Powdered,Kg.,Food,MAY-2011,260.0
Karnataka,Tumkur,Coffee,Instant,500gm. Pkt,Food,MAY-2011,1200.0
Karnataka,Tumkur,Coffee,Powdered,Kg.,Food,MAY-2011,220.0
Kerala,Ernakulam,Coffee,Instant,500gm. Pkt,Food,MAY-2011,608.0
Kerala,Trivandrum,Coffee,Instant,500gm. Pkt,Food,MAY-2011,420.0
Madhya Pradesh,Bhopal,Coffee,Instant,500gm. Pkt,Food,MAY-2011,540.0
Mizoram,Aizwal,Coffee,Instant,500gm. Pkt,Food,MAY-2011,680.0
Mizoram,Aizwal,Coffee,Powdered,Kg.,Food,MAY-2011,240.0
Orissa,Bhubneshwar,Coffee,Instant,500gm. Pkt,Food,MAY-2011,650.0
Punjab,Ludhiana,Coffee,Instant,500gm. Pkt,Food,MAY-2011,400.0
Rajasthan,Dausa,Coffee,Instant,500gm. Pkt,Food,MAY-2011,548.0
Rajasthan,Dausa,Coffee,Powdered,Kg.,Food,MAY-2011,318.0
Rajasthan,Udaipur,Coffee,Instant,500gm. Pkt,Food,MAY-2011,625.0
Rajasthan,Udaipur,Coffee,Powdered,Kg.,Food,MAY-2011,1200.0
Telangana,Hyderabad,Coffee,Instant,500gm. Pkt,Food,MAY-2011,319.0
Telangana,Hyderabad,Coffee,Powdered,Kg.,Food,MAY-2011,180.0
Uttar Pradesh,Agra,Coffee,Instant,500gm. Pkt,Food,MAY-2011,700.0
Uttar Pradesh,Agra,Coffee,Powdered,Kg.,Food,MAY-2011,1400.0
Uttar Pradesh,Allahabad,Coffee,Instant,500gm. Pkt,Food,MAY-2011,605.0
Uttar Pradesh,Gorakhpur,Coffee,Instant,500gm. Pkt,Food,MAY-2011,440.0
Uttar Pradesh,Gorakhpur,Coffee,Powdered,Kg.,Food,MAY-2011,425.0
Uttar Pradesh,Kanpur,Coffee,Instant,500gm. Pkt,Food,MAY-2011,250.0
Uttar Pradesh,Kanpur,Coffee,Powdered,Kg.,Food,MAY-2011,68.0
Uttar Pradesh,Saharanpur,Coffee,Instant,500gm. Pkt,Food,MAY-2011,485.0
West Bengal,Kolkata,Coffee,Instant,500gm. Pkt,Food,MAY-2011,267.0
Andhra Pradesh,Chittoor,Coffee,Instant,500gm. Pkt,Food,JUN-2011,72.0
Andhra Pradesh,Guntur,Coffee,Instant,500gm. Pkt,Food,JUN-2011,390.0
Andhra Pradesh,Kurnool,Coffee,Powdered,Kg.,Food,JUN-2011,180.0
Andhra Pradesh,Vishakhapatnam,Coffee,Instant,500gm. Pkt,Food,JUN-2011,140.0
Andhra Pradesh,Vishakhapatnam,Coffee,Powdered,Kg.,Food,JUN-2011,232.0
Assam,Dibrugarh,Coffee,Instant,500gm. Pkt,Food,JUN-2011,580.0
Assam,Guwahati,Coffee,Instant,500gm. Pkt,Food,JUN-2011,580.0
Assam,Guwahati,Coffee,Powdered,Kg.,Food,JUN-2011,190.0
Bihar,Patna,Coffee,Instant,500gm. Pkt,Food,JUN-2011,690.0
Goa,Panaji,Coffee,Instant,500gm. Pkt,Food,JUN-2011,650.0
Goa,Panaji,Coffee,Powdered,Kg.,Food,JUN-2011,200.0
Gujarat,Vadodra,Coffee,Instant,500gm. Pkt,Food,JUN-2011,450.0
Gujarat,Vadodra,Coffee,Powdered,Kg.,Food,JUN-2011,900.0
Haryana,Hissar,Coffee,Instant,500gm. Pkt,Food,JUN-2011,350.0
Haryana,Karnal,Coffee,Instant,500gm. Pkt,Food,JUN-2011,480.0
Jammu Kashmir,Jammu,Coffee,Instant,500gm. Pkt,Food,JUN-2011,73.0
Jammu Kashmir,Jammu,Coffee,Powdered,Kg.,Food,JUN-2011,120.0
Karnataka,Hubli,Coffee,Powdered,Kg.,Food,JUN-2011,260.0
Karnataka,Tumkur,Coffee,Instant,500gm. Pkt,Food,JUN-2011,1200.0
Karnataka,Tumkur,Coffee,Powdered,Kg.,Food,JUN-2011,220.0
Kerala,Ernakulam,Coffee,Instant,500gm. Pkt,Food,JUN-2011,608.0
Madhya Pradesh,Bhopal,Coffee,Instant,500gm. Pkt,Food,JUN-2011,550.0
Mizoram,Aizwal,Coffee,Instant,500gm. Pkt,Food,JUN-2011,680.0
Mizoram,Aizwal,Coffee,Powdered,Kg.,Food,JUN-2011,240.0
Orissa,Bhubneshwar,Coffee,Instant,500gm. Pkt,Food,JUN-2011,650.0
Punjab,Ludhiana,Coffee,Instant,500gm. Pkt,Food,JUN-2011,400.0
Rajasthan,Dausa,Coffee,Instant,500gm. Pkt,Food,JUN-2011,560.0
Rajasthan,Dausa,Coffee,Powdered,Kg.,Food,JUN-2011,320.0
Rajasthan,Udaipur,Coffee,Instant,500gm. Pkt,Food,JUN-2011,625.0
Rajasthan,Udaipur,Coffee,Powdered,Kg.,Food,JUN-2011,1200.0
Telangana,Hyderabad,Coffee,Instant,500gm. Pkt,Food,JUN-2011,319.0
Telangana,Hyderabad,Coffee,Powdered,Kg.,Food,JUN-2011,180.0
Uttar Pradesh,Agra,Coffee,Instant,500gm. Pkt,Food,JUN-2011,700.0
Uttar Pradesh,Agra,Coffee,Powdered,Kg.,Food,JUN-2011,1400.0
Uttar Pradesh,Allahabad,Coffee,Instant,500gm. Pkt,Food,JUN-2011,605.0
Uttar Pradesh,Gorakhpur,Coffee,Instant,500gm. Pkt,Food,JUN-2011,440.0
Uttar Pradesh,Gorakhpur,Coffee,Powdered,Kg.,Food,JUN-2011,425.0
Uttar Pradesh,Kanpur,Coffee,Instant,500gm. Pkt,Food,JUN-2011,250.0
Uttar Pradesh,Kanpur,Coffee,Powdered,Kg.,Food,JUN-2011,150.0
Uttar Pradesh,Saharanpur,Coffee,Instant,500gm. Pkt,Food,JUN-2011,485.0
West Bengal,Kolkata,Coffee,Instant,500gm. Pkt,Food,JUN-2011,267.0
Andhra Pradesh,Guntur,Coffee,Instant,500gm. Pkt,Food,JUL-2011,410.0
Andhra Pradesh,Guntur,Coffee,Powdered,Kg.,Food,JUL-2011,210.0
Andhra Pradesh,Vishakhapatnam,Coffee,Powdered,Kg.,Food,JUL-2011,250.0
Assam,Dibrugarh,Coffee,Instant,500gm. Pkt,Food,JUL-2011,610.0
Assam,Guwahati,Coffee,Instant,500gm. Pkt,Food,JUL-2011,575.0
Assam,Guwahati,Coffee,Powdered,Kg.,Food,JUL-2011,190.0
Bihar,Patna,Coffee,Instant,500gm. Pkt,Food,JUL-2011,690.0
Goa,Panaji,Coffee,Instant,500gm. Pkt,Food,JUL-2011,650.0
Goa,Panaji,Coffee,Powdered,Kg.,Food,JUL-2011,200.0
Gujarat,Vadodra,Coffee,Instant,500gm. Pkt,Food,JUL-2011,450.0
Gujarat,Vadodra,Coffee,Powdered,Kg.,Food,JUL-2011,900.0
Haryana,Hissar,Coffee,Instant,500gm. Pkt,Food,JUL-2011,350.0
Haryana,Karnal,Coffee,Instant,500gm. Pkt,Food,JUL-2011,480.0
Jammu Kashmir,Jammu,Coffee,Instant,500gm. Pkt,Food,JUL-2011,73.0
Jammu Kashmir,Jammu,Coffee,Powdered,Kg.,Food,JUL-2011,120.0
Karnataka,Hubli,Coffee,Powdered,Kg.,Food,JUL-2011,260.0
Karnataka,Tumkur,Coffee,Instant,500gm. Pkt,Food,JUL-2011,1200.0
Karnataka,Tumkur,Coffee,Powdered,Kg.,Food,JUL-2011,220.0
Kerala,Ernakulam,Coffee,Instant,500gm. Pkt,Food,JUL-2011,616.0
Madhya Pradesh,Bhopal,Coffee,Instant,500gm. Pkt,Food,JUL-2011,550.0
Mizoram,Aizwal,Coffee,Instant,500gm. Pkt,Food,JUL-2011,680.0
Mizoram,Aizwal,Coffee,Powdered,Kg.,Food,JUL-2011,240.0
Orissa,Bhubneshwar,Coffee,Instant,500gm. Pkt,Food,JUL-2011,650.0
Punjab,Ludhiana,Coffee,Instant,500gm. Pkt,Food,JUL-2011,400.0
Rajasthan,Dausa,Coffee,Instant,500gm. Pkt,Food,JUL-2011,545.0
Rajasthan,Dausa,Coffee,Powdered,Kg.,Food,JUL-2011,380.0
Rajasthan,Udaipur,Coffee,Instant,500gm. Pkt,Food,JUL-2011,625.0
Rajasthan,Udaipur,Coffee,Powdered,Kg.,Food,JUL-2011,1200.0
Telangana,Hyderabad,Coffee,Instant,500gm. Pkt,Food,JUL-2011,319.0
Telangana,Hyderabad,Coffee,Powdered,Kg.,Food,JUL-2011,180.0
Uttar Pradesh,Agra,Coffee,Instant,500gm. Pkt,Food,JUL-2011,700.0
Uttar Pradesh,Agra,Coffee,Powdered,Kg.,Food,JUL-2011,1400.0
Uttar Pradesh,Allahabad,Coffee,Instant,500gm. Pkt,Food,JUL-2011,605.0
Uttar Pradesh,Gorakhpur,Coffee,Instant,500gm. Pkt,Food,JUL-2011,440.0
Uttar Pradesh,Gorakhpur,Coffee,Powdered,Kg.,Food,JUL-2011,425.0
Uttar Pradesh,Kanpur,Coffee,Instant,500gm. Pkt,Food,JUL-2011,250.0
Uttar Pradesh,Kanpur,Coffee,Powdered,Kg.,Food,JUL-2011,150.0
Uttar Pradesh,Saharanpur,Coffee,Instant,500gm. Pkt,Food,JUL-2011,485.0
West Bengal,Kolkata,Coffee,Instant,500gm. Pkt,Food,JUL-2011,267.0
Andhra Pradesh,Guntur,Coffee,Instant,500gm. Pkt,Food,AUG-2011,410.0
Andhra Pradesh,Guntur,Coffee,Powdered,Kg.,Food,AUG-2011,210.0
Andhra Pradesh,Vishakhapatnam,Coffee,Powdered,Kg.,Food,AUG-2011,250.0
Assam,Dibrugarh,Coffee,Instant,500gm. Pkt,Food,AUG-2011,610.0
Assam,Guwahati,Coffee,Instant,500gm. Pkt,Food,AUG-2011,575.0
Assam,Guwahati,Coffee,Powdered,Kg.,Food,AUG-2011,190.0
Bihar,Patna,Coffee,Instant,500gm. Pkt,Food,AUG-2011,690.0
Goa,Panaji,Coffee,Instant,500gm. Pkt,Food,AUG-2011,650.0
Goa,Panaji,Coffee,Powdered,Kg.,Food,AUG-2011,200.0
Gujarat,Vadodra,Coffee,Instant,500gm. Pkt,Food,AUG-2011,450.0
Gujarat,Vadodra,Coffee,Powdered,Kg.,Food,AUG-2011,900.0
Haryana,Hissar,Coffee,Instant,500gm. Pkt,Food,AUG-2011,350.0
Haryana,Karnal,Coffee,Instant,500gm. Pkt,Food,AUG-2011,480.0
Jammu Kashmir,Jammu,Coffee,Instant,500gm. Pkt,Food,AUG-2011,73.0
Jammu Kashmir,Jammu,Coffee,Powdered,Kg.,Food,AUG-2011,120.0
Karnataka,Hubli,Coffee,Powdered,Kg.,Food,AUG-2011,260.0
Kerala,Ernakulam,Coffee,Instant,500gm. Pkt,Food,AUG-2011,725.0
Madhya Pradesh,Bhopal,Coffee,Instant,500gm. Pkt,Food,AUG-2011,550.0
Orissa,Bhubneshwar,Coffee,Instant,500gm. Pkt,Food,AUG-2011,650.0
Punjab,Ludhiana,Coffee,Instant,500gm. Pkt,Food,AUG-2011,400.0
Rajasthan,Dausa,Coffee,Instant,500gm. Pkt,Food,AUG-2011,545.0
Rajasthan,Dausa,Coffee,Powdered,Kg.,Food,AUG-2011,380.0
Rajasthan,Udaipur,Coffee,Instant,500gm. Pkt,Food,AUG-2011,625.0
Rajasthan,Udaipur,Coffee,Powdered,Kg.,Food,AUG-2011,1200.0
Uttar Pradesh,Agra,Coffee,Instant,500gm. Pkt,Food,AUG-2011,700.0
Uttar Pradesh,Agra,Coffee,Powdered,Kg.,Food,AUG-2011,1400.0
Uttar Pradesh,Allahabad,Coffee,Instant,500gm. Pkt,Food,AUG-2011,605.0
Uttar Pradesh,Gorakhpur,Coffee,Instant,500gm. Pkt,Food,AUG-2011,440.0
Uttar Pradesh,Gorakhpur,Coffee,Powdered,Kg.,Food,AUG-2011,425.0
Uttar Pradesh,Kanpur,Coffee,Instant,500gm. Pkt,Food,AUG-2011,250.0
Uttar Pradesh,Kanpur,Coffee,Powdered,Kg.,Food,AUG-2011,150.0
Uttar Pradesh,Saharanpur,Coffee,Instant,500gm. Pkt,Food,AUG-2011,485.0
West Bengal,Kolkata,Coffee,Instant,500gm. Pkt,Food,AUG-2011,267.0
Andhra Pradesh,Guntur,Coffee,Instant,500gm. Pkt,Food,SEP-2011,410.0
Andhra Pradesh,Vishakhapatnam,Coffee,Powdered,Kg.,Food,SEP-2011,250.0
Assam,Dibrugarh,Coffee,Instant,500gm. Pkt,Food,SEP-2011,610.0
Assam,Guwahati,Coffee,Instant,500gm. Pkt,Food,SEP-2011,575.0
Assam,Guwahati,Coffee,Powdered,Kg.,Food,SEP-2011,190.0
Bihar,Patna,Coffee,Instant,500gm. Pkt,Food,SEP-2011,690.0
Goa,Panaji,Coffee,Instant,500gm. Pkt,Food,SEP-2011,650.0
Goa,Panaji,Coffee,Powdered,Kg.,Food,SEP-2011,200.0
Gujarat,Vadodra,Coffee,Instant,500gm. Pkt,Food,SEP-2011,450.0
Gujarat,Vadodra,Coffee,Powdered,Kg.,Food,SEP-2011,900.0
Haryana,Hissar,Coffee,Instant,500gm. Pkt,Food,SEP-2011,350.0
Haryana,Karnal,Coffee,Instant,500gm. Pkt,Food,SEP-2011,480.0
Jammu Kashmir,Jammu,Coffee,Instant,500gm. Pkt,Food,SEP-2011,73.0
Jammu Kashmir,Jammu,Coffee,Powdered,Kg.,Food,SEP-2011,120.0
Karnataka,Hubli,Coffee,Powdered,Kg.,Food,SEP-2011,260.0
Kerala,Ernakulam,Coffee,Instant,500gm. Pkt,Food,SEP-2011,725.0
Madhya Pradesh,Bhopal,Coffee,Instant,500gm. Pkt,Food,SEP-2011,600.0
Orissa,Bhubneshwar,Coffee,Instant,500gm. Pkt,Food,SEP-2011,650.0
Punjab,Ludhiana,Coffee,Instant,500gm. Pkt,Food,SEP-2011,400.0
Rajasthan,Dausa,Coffee,Instant,500gm. Pkt,Food,SEP-2011,545.0
Rajasthan,Dausa,Coffee,Powdered,Kg.,Food,SEP-2011,380.0
Rajasthan,Udaipur,Coffee,Instant,500gm. Pkt,Food,SEP-2011,625.0
Rajasthan,Udaipur,Coffee,Powdered,Kg.,Food,SEP-2011,1200.0
Uttar Pradesh,Agra,Coffee,Instant,500gm. Pkt,Food,SEP-2011,700.0
Uttar Pradesh,Agra,Coffee,Powdered,Kg.,Food,SEP-2011,1400.0
Uttar Pradesh,Allahabad,Coffee,Instant,500gm. Pkt,Food,SEP-2011,605.0
Uttar Pradesh,Gorakhpur,Coffee,Instant,500gm. Pkt,Food,SEP-2011,440.0
Uttar Pradesh,Gorakhpur,Coffee,Powdered,Kg.,Food,SEP-2011,425.0
Uttar Pradesh,Kanpur,Coffee,Instant,500gm. Pkt,Food,SEP-2011,250.0
Uttar Pradesh,Kanpur,Coffee,Powdered,Kg.,Food,SEP-2011,150.0
Uttar Pradesh,Saharanpur,Coffee,Instant,500gm. Pkt,Food,SEP-2011,485.0
Uttarakhand,Srinagar,Coffee,Powdered,Kg.,Food,SEP-2011,1300.0
West Bengal,Kolkata,Coffee,Instant,500gm. Pkt,Food,SEP-2011,267.0
Andhra Pradesh,Guntur,Coffee,Instant,500gm. Pkt,Food,OCT-2011,480.0
Andhra Pradesh,Guntur,Coffee,Powdered,Kg.,Food,OCT-2011,210.0
Assam,Dibrugarh,Coffee,Instant,500gm. Pkt,Food,OCT-2011,525.0
Assam,Guwahati,Coffee,Instant,500gm. Pkt,Food,OCT-2011,575.0
Assam,Guwahati,Coffee,Powdered,Kg.,Food,OCT-2011,190.0
Bihar,Patna,Coffee,Instant,500gm. Pkt,Food,OCT-2011,690.0
Gujarat,Vadodra,Coffee,Instant,500gm. Pkt,Food,OCT-2011,450.0
Gujarat,Vadodra,Coffee,Powdered,Kg.,Food,OCT-2011,900.0
Haryana,Hissar,Coffee,Instant,500gm. Pkt,Food,OCT-2011,350.0
Haryana,Karnal,Coffee,Instant,500gm. Pkt,Food,OCT-2011,480.0
Jammu Kashmir,Jammu,Coffee,Instant,500gm. Pkt,Food,OCT-2011,73.0
Jammu Kashmir,Jammu,Coffee,Powdered,Kg.,Food,OCT-2011,120.0
Karnataka,Hubli,Coffee,Powdered,Kg.,Food,OCT-2011,260.0
Kerala,Ernakulam,Coffee,Instant,500gm. Pkt,Food,OCT-2011,725.0
Madhya Pradesh,Bhopal,Coffee,Instant,500gm. Pkt,Food,OCT-2011,620.0
Orissa,Bhubneshwar,Coffee,Instant,500gm. Pkt,Food,OCT-2011,650.0
Punjab,Ludhiana,Coffee,Instant,500gm. Pkt,Food,OCT-2011,400.0
Rajasthan,Dausa,Coffee,Instant,500gm. Pkt,Food,OCT-2011,545.0
Rajasthan,Dausa,Coffee,Powdered,Kg.,Food,OCT-2011,380.0
Rajasthan,Udaipur,Coffee,Instant,500gm. Pkt,Food,OCT-2011,625.0
Rajasthan,Udaipur,Coffee,Powdered,Kg.,Food,OCT-2011,1200.0
Uttar Pradesh,Agra,Coffee,Instant,500gm. Pkt,Food,OCT-2011,700.0
Uttar Pradesh,Agra,Coffee,Powdered,Kg.,Food,OCT-2011,1400.0
Uttar Pradesh,Allahabad,Coffee,Instant,500gm. Pkt,Food,OCT-2011,605.0
Uttar Pradesh,Gorakhpur,Coffee,Instant,500gm. Pkt,Food,OCT-2011,440.0
Uttar Pradesh,Gorakhpur,Coffee,Powdered,Kg.,Food,OCT-2011,425.0
Uttar Pradesh,Kanpur,Coffee,Instant,500gm. Pkt,Food,OCT-2011,250.0
Uttar Pradesh,Kanpur,Coffee,Powdered,Kg.,Food,OCT-2011,150.0
Uttar Pradesh,Saharanpur,Coffee,Instant,500gm. Pkt,Food,OCT-2011,485.0
Uttarakhand,Srinagar,Coffee,Powdered,Kg.,Food,OCT-2011,1300.0
Andhra Pradesh,Guntur,Coffee,Instant,500gm. Pkt,Food,NOV-2011,480.0
Andhra Pradesh,Guntur,Coffee,Powdered,Kg.,Food,NOV-2011,210.0
Assam,Dibrugarh,Coffee,Instant,500gm. Pkt,Food,NOV-2011,528.0
Assam,Guwahati,Coffee,Instant,500gm. Pkt,Food,NOV-2011,575.0
Assam,Guwahati,Coffee,Powdered,Kg.,Food,NOV-2011,190.0
Bihar,Patna,Coffee,Instant,500gm. Pkt,Food,NOV-2011,880.0
Goa,Panaji,Coffee,Instant,500gm. Pkt,Food,NOV-2011,267.0
Goa,Panaji,Coffee,Powdered,Kg.,Food,NOV-2011,200.0
Gujarat,Vadodra,Coffee,Instant,500gm. Pkt,Food,NOV-2011,450.0
Gujarat,Vadodra,Coffee,Powdered,Kg.,Food,NOV-2011,900.0
Haryana,Hissar,Coffee,Instant,500gm. Pkt,Food,NOV-2011,350.0
Haryana,Karnal,Coffee,Instant,500gm. Pkt,Food,NOV-2011,480.0
Karnataka,Hubli,Coffee,Powdered,Kg.,Food,NOV-2011,260.0
Kerala,Ernakulam,Coffee,Instant,500gm. Pkt,Food,NOV-2011,725.0
Madhya Pradesh,Bhopal,Coffee,Instant,500gm. Pkt,Food,NOV-2011,630.0
Orissa,Bhubneshwar,Coffee,Instant,500gm. Pkt,Food,NOV-2011,650.0
Punjab,Ludhiana,Coffee,Instant,500gm. Pkt,Food,NOV-2011,400.0
Rajasthan,Dausa,Coffee,Instant,500gm. Pkt,Food,NOV-2011,545.0
Rajasthan,Dausa,Coffee,Powdered,Kg.,Food,NOV-2011,380.0
Rajasthan,Udaipur,Coffee,Instant,500gm. Pkt,Food,NOV-2011,625.0
Rajasthan,Udaipur,Coffee,Powdered,Kg.,Food,NOV-2011,1200.0
Uttar Pradesh,Agra,Coffee,Instant,500gm. Pkt,Food,NOV-2011,700.0
Uttar Pradesh,Agra,Coffee,Powdered,Kg.,Food,NOV-2011,1400.0
Uttar Pradesh,Allahabad,Coffee,Instant,500gm. Pkt,Food,NOV-2011,700.0
Uttar Pradesh,Gorakhpur,Coffee,Instant,500gm. Pkt,Food,NOV-2011,440.0
Uttar Pradesh,Gorakhpur,Coffee,Powdered,Kg.,Food,NOV-2011,425.0
Uttar Pradesh,Kanpur,Coffee,Instant,500gm. Pkt,Food,NOV-2011,250.0
Uttar Pradesh,Kanpur,Coffee,Powdered,Kg.,Food,NOV-2011,150.0
Uttar Pradesh,Saharanpur,Coffee,Instant,500gm. Pkt,Food,NOV-2011,485.0
Uttarakhand,Srinagar,Coffee,Powdered,Kg.,Food,NOV-2011,1300.0
West Bengal,Kolkata,Coffee,Instant,500gm. Pkt,Food,NOV-2011,267.0
Andhra Pradesh,Guntur,Coffee,Instant,500gm. Pkt,Food,DEC-2011,480.0
Assam,Dibrugarh,Coffee,Instant,500gm. Pkt,Food,DEC-2011,528.0
Assam,Guwahati,Coffee,Instant,500gm. Pkt,Food,DEC-2011,575.0
Assam,Guwahati,Coffee,Powdered,Kg.,Food,DEC-2011,190.0
Bihar,Patna,Coffee,Instant,500gm. Pkt,Food,DEC-2011,880.0
Goa,Panaji,Coffee,Instant,500gm. Pkt,Food,DEC-2011,600.0
Goa,Panaji,Coffee,Powdered,Kg.,Food,DEC-2011,200.0
Gujarat,Vadodra,Coffee,Instant,500gm. Pkt,Food,DEC-2011,450.0
Gujarat,Vadodra,Coffee,Powdered,Kg.,Food,DEC-2011,900.0
Haryana,Hissar,Coffee,Instant,500gm. Pkt,Food,DEC-2011,350.0
Haryana,Karnal,Coffee,Instant,500gm. Pkt,Food,DEC-2011,480.0
Karnataka,Hubli,Coffee,Powdered,Kg.,Food,DEC-2011,260.0
Kerala,Ernakulam,Coffee,Instant,500gm. Pkt,Food,DEC-2011,725.0
Madhya Pradesh,Bhopal,Coffee,Instant,500gm. Pkt,Food,DEC-2011,640.0
Orissa,Bhubneshwar,Coffee,Instant,500gm. Pkt,Food,DEC-2011,650.0
Punjab,Ludhiana,Coffee,Instant,500gm. Pkt,Food,DEC-2011,400.0
Rajasthan,Dausa,Coffee,Instant,500gm. Pkt,Food,DEC-2011,545.0
Rajasthan,Dausa,Coffee,Powdered,Kg.,Food,DEC-2011,380.0
Rajasthan,Udaipur,Coffee,Instant,500gm. Pkt,Food,DEC-2011,625.0
Rajasthan,Udaipur,Coffee,Powdered,Kg.,Food,DEC-2011,1200.0
Uttar Pradesh,Agra,Coffee,Instant,500gm. Pkt,Food,DEC-2011,700.0
Uttar Pradesh,Agra,Coffee,Powdered,Kg.,Food,DEC-2011,1400.0
Uttar Pradesh,Allahabad,Coffee,Instant,500gm. Pkt,Food,DEC-2011,700.0
Uttar Pradesh,Gorakhpur,Coffee,Instant,500gm. Pkt,Food,DEC-2011,440.0
Uttar Pradesh,Gorakhpur,Coffee,Powdered,Kg.,Food,DEC-2011,425.0
Uttar Pradesh,Kanpur,Coffee,Instant,500gm. Pkt,Food,DEC-2011,250.0
Uttar Pradesh,Kanpur,Coffee,Powdered,Kg.,Food,DEC-2011,150.0
Andhra Pradesh,Guntur,Coffee,Instant,500gm. Pkt,Food,JAN-2012,480.0
Assam,Dibrugarh,Coffee,Instant,500gm. Pkt,Food,JAN-2012,580.0
Assam,Guwahati,Coffee,Instant,500gm. Pkt,Food,JAN-2012,575.0
Assam,Guwahati,Coffee,Powdered,Kg.,Food,JAN-2012,190.0
Bihar,Patna,Coffee,Instant,500gm. Pkt,Food,JAN-2012,800.0
Goa,Panaji,Coffee,Instant,500gm. Pkt,Food,JAN-2012,600.0
Goa,Panaji,Coffee,Powdered,Kg.,Food,JAN-2012,200.0
Haryana,Hissar,Coffee,Instant,500gm. Pkt,Food,JAN-2012,350.0
Haryana,Karnal,Coffee,Instant,500gm. Pkt,Food,JAN-2012,480.0
Karnataka,Hubli,Coffee,Powdered,Kg.,Food,JAN-2012,260.0
Karnataka,Tumkur,Coffee,Instant,500gm. Pkt,Food,JAN-2012,120.0
Karnataka,Tumkur,Coffee,Powdered,Kg.,Food,JAN-2012,200.0
